Call Number,Unit ID,Incident Number,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
160091753,E25,16003658,01/09/2016,01/09/2016,01/09/2016 01:24:42 PM,01/09/2016 01:26:24 PM,01/09/2016 01:30:45 PM,01/09/2016 01:32:16 PM,01/09/2016 01:33:20 PM,NA,NA,Code 2 Transport,01/09/2016 01:49:47 PM,700 Block of AMADOR ST,San Francisco,94124,B10,25,6462,2,2,2,false,Non Life-threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7458848547738, -122.382990476473)",160091753-E25
160091753,66,16003658,01/09/2016,01/09/2016,01/09/2016 01:24:42 PM,01/09/2016 01:26:24 PM,01/09/2016 01:30:45 PM,01/09/2016 01:30:55 PM,01/09/2016 01:46:08 PM,01/09/2016 02:21:36 PM,01/09/2016 02:50:33 PM,Code 2 Transport,01/09/2016 03:16:36 PM,700 Block of AMADOR ST,San Francisco,94124,B10,25,6462,2,2,2,true,Non Life-threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7458848547738, -122.382990476473)",160091753-66
160091735,E43,16003657,01/09/2016,01/09/2016,01/09/2016 01:19:20 PM,01/09/2016 01:20:33 PM,01/09/2016 01:21:15 PM,01/09/2016 01:22:12 PM,01/09/2016 01:24:31 PM,NA,NA,Code 2 Transport,01/09/2016 01:37:31 PM,MISSION ST/GENEVA AV,San Francisco,94112,B09,43,6175,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Excelsior,"(37.7164595472961, -122.441019560156)",160091735-E43
160091735,AM08,16003657,01/09/2016,01/09/2016,01/09/2016 01:19:20 PM,01/09/2016 01:20:33 PM,01/09/2016 01:21:15 PM,01/09/2016 01:23:05 PM,01/09/2016 01:32:55 PM,01/09/2016 01:44:22 PM,01/09/2016 02:14:19 PM,Code 2 Transport,01/09/2016 02:45:11 PM,MISSION ST/GENEVA AV,San Francisco,94112,B09,43,6175,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,11,Excelsior,"(37.7164595472961, -122.441019560156)",160091735-AM08
160091724,86,16003656,01/09/2016,01/09/2016,01/09/2016 01:14:24 PM,01/09/2016 01:17:42 PM,01/09/2016 01:18:27 PM,01/09/2016 01:18:34 PM,01/09/2016 01:32:47 PM,01/09/2016 01:55:06 PM,01/09/2016 02:06:17 PM,Code 2 Transport,01/09/2016 02:41:39 PM,3500 Block of CESAR CHAVEZ ST,San Francisco,94110,B06,11,0555,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,8,Mission,"(37.748178766022, -122.4214039484)",160091724-86
160091715,T16,16003655,01/09/2016,01/09/2016,01/09/2016 01:14:22 PM,01/09/2016 01:15:45 PM,01/09/2016 01:16:04 PM,01/09/2016 01:17:50 PM,01/09/2016 01:19:14 PM,NA,NA,Fire,01/09/2016 01:22:54 PM,2000 Block of LOMBARD ST,San Francisco,94123,B04,16,3461,3,3,3,false,Alarm,1,TRUCK,2,4,2,Marina,"(37.8000637304803, -122.435248996986)",160091715-T16
160091715,E16,16003655,01/09/2016,01/09/2016,01/09/2016 01:14:22 PM,01/09/2016 01:15:45 PM,01/09/2016 01:16:04 PM,01/09/2016 01:16:57 PM,01/09/2016 01:18:10 PM,NA,NA,Fire,01/09/2016 01:23:12 PM,2000 Block of LOMBARD ST,San Francisco,94123,B04,16,3461,3,3,3,true,Alarm,1,ENGINE,1,4,2,Marina,"(37.8000637304803, -122.435248996986)",160091715-E16
160091715,B04,16003655,01/09/2016,01/09/2016,01/09/2016 01:14:22 PM,01/09/2016 01:15:45 PM,01/09/2016 01:16:04 PM,01/09/2016 01:17:03 PM,01/09/2016 01:20:05 PM,NA,NA,Fire,01/09/2016 01:24:16 PM,2000 Block of LOMBARD ST,San Francisco,94123,B04,16,3461,3,3,3,false,Alarm,1,CHIEF,3,4,2,Marina,"(37.8000637304803, -122.435248996986)",160091715-B04
160091714,T05,16003654,01/09/2016,01/09/2016,01/09/2016 01:15:02 PM,01/09/2016 01:15:02 PM,01/09/2016 01:16:34 PM,01/09/2016 01:17:44 PM,01/09/2016 01:19:46 PM,NA,NA,SFPD,01/09/2016 01:23:49 PM,600 Block of FELL ST,San Francisco,94102,B02,36,3423,3,3,3,false,Alarm,1,TRUCK,2,2,5,Hayes Valley,"(37.7752684985876, -122.428555766328)",160091714-T05
160091714,E05,16003654,01/09/2016,01/09/2016,01/09/2016 01:15:02 PM,01/09/2016 01:15:02 PM,01/09/2016 01:16:34 PM,01/09/2016 01:17:18 PM,01/09/2016 01:19:24 PM,NA,NA,SFPD,01/09/2016 01:23:49 PM,600 Block of FELL ST,San Francisco,94102,B02,36,3423,3,3,3,true,Alarm,1,ENGINE,1,2,5,Hayes Valley,"(37.7752684985876, -122.428555766328)",160091714-E05
160091714,B02,16003654,01/09/2016,01/09/2016,01/09/2016 01:15:02 PM,01/09/2016 01:15:02 PM,01/09/2016 01:16:34 PM,01/09/2016 01:19:09 PM,NA,NA,NA,SFPD,01/09/2016 01:23:49 PM,600 Block of FELL ST,San Francisco,94102,B02,36,3423,3,3,3,false,Alarm,1,CHIEF,3,2,5,Hayes Valley,"(37.7752684985876, -122.428555766328)",160091714-B02
160091704,E01,16003653,01/09/2016,01/09/2016,01/09/2016 01:09:33 PM,01/09/2016 01:11:21 PM,01/09/2016 01:12:02 PM,01/09/2016 01:12:17 PM,01/09/2016 01:12:18 PM,NA,NA,Code 2 Transport,01/09/2016 01:28:33 PM,MISSION ST/6TH ST,San Francisco,94103,B03,01,2251,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7809711823918, -122.408708674954)",160091704-E01
160091704,54,16003653,01/09/2016,01/09/2016,01/09/2016 01:09:33 PM,01/09/2016 01:11:21 PM,01/09/2016 01:12:02 PM,01/09/2016 01:12:09 PM,01/09/2016 01:22:22 PM,01/09/2016 01:37:32 PM,01/09/2016 01:47:33 PM,Code 2 Transport,01/09/2016 02:44:52 PM,MISSION ST/6TH ST,San Francisco,94103,B03,01,2251,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7809711823918, -122.408708674954)",160091704-54
160091690,T12,16003652,01/09/2016,01/09/2016,01/09/2016 01:08:22 PM,01/09/2016 01:08:22 PM,01/09/2016 01:08:49 PM,01/09/2016 01:10:08 PM,NA,NA,NA,Fire,01/09/2016 01:11:59 PM,19TH AV/IRVING ST,San Francisco,94122,B08,22,7424,3,3,3,false,Alarm,1,TRUCK,2,8,4,Sunset/Parkside,"(37.7635594998984, -122.477174108961)",160091690-T12
160091690,E22,16003652,01/09/2016,01/09/2016,01/09/2016 01:08:22 PM,01/09/2016 01:08:22 PM,01/09/2016 01:08:49 PM,01/09/2016 01:09:54 PM,01/09/2016 01:10:55 PM,NA,NA,Fire,01/09/2016 01:11:50 PM,19TH AV/IRVING ST,San Francisco,94122,B08,22,7424,3,3,3,false,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,"(37.7635594998984, -122.477174108961)",160091690-E22
160091686,T19,16003651,01/09/2016,01/09/2016,01/09/2016 01:06:24 PM,01/09/2016 01:08:05 PM,01/09/2016 01:08:15 PM,01/09/2016 01:09:55 PM,01/09/2016 01:20:12 PM,NA,NA,Fire,01/09/2016 01:20:54 PM,0 Block of CHUMASERO DR,San Francisco,94132,B08,33,8422,3,3,3,false,Alarm,1,TRUCK,3,8,7,Lakeshore,"(37.713317784448, -122.472875861339)",160091686-T19
160091686,E19,16003651,01/09/2016,01/09/2016,01/09/2016 01:06:24 PM,01/09/2016 01:08:05 PM,01/09/2016 01:08:15 PM,01/09/2016 01:10:07 PM,01/09/2016 01:13:52 PM,NA,NA,Fire,01/09/2016 01:20:54 PM,0 Block of CHUMASERO DR,San Francisco,94132,B08,33,8422,3,3,3,true,Alarm,1,ENGINE,1,8,7,Lakeshore,"(37.713317784448, -122.472875861339)",160091686-E19
160091686,B09,16003651,01/09/2016,01/09/2016,01/09/2016 01:06:24 PM,01/09/2016 01:08:05 PM,01/09/2016 01:08:15 PM,01/09/2016 01:09:13 PM,01/09/2016 01:14:10 PM,NA,NA,Fire,01/09/2016 01:20:54 PM,0 Block of CHUMASERO DR,San Francisco,94132,B08,33,8422,3,3,3,false,Alarm,1,CHIEF,2,8,7,Lakeshore,"(37.713317784448, -122.472875861339)",160091686-B09
160091669,KM06,16003650,01/09/2016,01/09/2016,01/09/2016 01:02:06 PM,01/09/2016 01:03:38 PM,01/09/2016 01:03:58 PM,01/09/2016 01:04:43 PM,01/09/2016 01:07:40 PM,NA,NA,Patient Declined Transport,01/09/2016 01:45:09 PM,700 Block of MISSION ST,San Francisco,94103,B03,01,2178,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,Financial District/South Beach,"(37.785734819878, -122.402822924972)",160091669-KM06
160091669,E01,16003650,01/09/2016,01/09/2016,01/09/2016 01:02:06 PM,01/09/2016 01:03:38 PM,01/09/2016 01:03:58 PM,01/09/2016 01:05:25 PM,01/09/2016 01:08:10 PM,NA,NA,Patient Declined Transport,01/09/2016 01:08:57 PM,700 Block of MISSION ST,San Francisco,94103,B03,01,2178,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Financial District/South Beach,"(37.785734819878, -122.402822924972)",160091669-E01
160091659,RC3,16003648,01/09/2016,01/09/2016,01/09/2016 01:01:18 PM,01/09/2016 01:01:35 PM,01/09/2016 01:02:05 PM,01/09/2016 01:03:25 PM,NA,NA,NA,Medical Examiner,01/09/2016 01:08:09 PM,500 Block of VICTORIA ST,San Francisco,94132,B09,33,8433,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,9,11,Oceanview/Merced/Ingleside,"(37.720678899346, -122.46544318274)",160091659-RC3
160091659,KM11,16003648,01/09/2016,01/09/2016,01/09/2016 01:01:18 PM,01/09/2016 01:01:35 PM,01/09/2016 01:02:05 PM,01/09/2016 01:02:49 PM,01/09/2016 01:06:32 PM,NA,NA,Medical Examiner,01/09/2016 01:55:40 PM,500 Block of VICTORIA ST,San Francisco,94132,B09,33,8433,E,E,3,false,Potentially Life-Threatening,1,PRIVATE,2,9,11,Oceanview/Merced/Ingleside,"(37.720678899346, -122.46544318274)",160091659-KM11
160091659,E33,16003648,01/09/2016,01/09/2016,01/09/2016 01:01:18 PM,01/09/2016 01:01:35 PM,01/09/2016 01:02:05 PM,01/09/2016 01:02:38 PM,01/09/2016 01:05:53 PM,NA,NA,Medical Examiner,01/09/2016 01:15:41 PM,500 Block of VICTORIA ST,San Francisco,94132,B09,33,8433,E,E,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Oceanview/Merced/Ingleside,"(37.720678899346, -122.46544318274)",160091659-E33
160091653,E07,16003647,01/09/2016,01/09/2016,01/09/2016 01:00:33 PM,01/09/2016 01:00:33 PM,01/09/2016 01:02:47 PM,01/09/2016 01:06:03 PM,01/09/2016 01:06:03 PM,NA,NA,Code 2 Transport,01/09/2016 01:14:37 PM,600 Block of VALENCIA ST,San Francisco,94110,B02,07,5247,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,8,Mission,"(37.7627436601147, -122.421747650463)",160091653-E07
160091653,74,16003647,01/09/2016,01/09/2016,01/09/2016 01:00:33 PM,01/09/2016 01:00:33 PM,01/09/2016 01:02:47 PM,01/09/2016 01:02:57 PM,01/09/2016 01:06:00 PM,01/09/2016 01:24:58 PM,01/09/2016 01:31:52 PM,Code 2 Transport,01/09/2016 01:59:01 PM,600 Block of VALENCIA ST,San Francisco,94110,B02,07,5247,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,8,Mission,"(37.7627436601147, -122.421747650463)",160091653-74
160091650,KM02,16003646,01/09/2016,01/09/2016,01/09/2016 12:56:56 PM,01/09/2016 12:59:30 PM,01/09/2016 12:59:49 PM,01/09/2016 01:00:28 PM,01/09/2016 01:03:59 PM,01/09/2016 01:25:45 PM,01/09/2016 01:38:59 PM,Code 2 Transport,01/09/2016 02:14:27 PM,600 Block of CHURCH ST,San Francisco,94114,B02,06,5421,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,8,Castro/Upper Market,"(37.7600871873041, -122.428309267837)",160091650-KM02
160091650,E06,16003646,01/09/2016,01/09/2016,01/09/2016 12:56:56 PM,01/09/2016 12:59:30 PM,01/09/2016 12:59:49 PM,01/09/2016 01:00:17 PM,01/09/2016 01:01:55 PM,NA,NA,Code 2 Transport,01/09/2016 01:14:12 PM,600 Block of CHURCH ST,San Francisco,94114,B02,06,5421,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,8,Castro/Upper Market,"(37.7600871873041, -122.428309267837)",160091650-E06
160091642,T15,16003645,01/09/2016,01/09/2016,01/09/2016 12:57:59 PM,01/09/2016 12:57:59 PM,01/09/2016 12:58:13 PM,01/09/2016 12:59:27 PM,NA,NA,NA,Fire,01/09/2016 01:02:30 PM,PARIS ST/RUSSIA AV,San Francisco,94112,B09,43,6126,3,3,3,false,Alarm,1,TRUCK,2,9,11,Excelsior,"(37.7208271455735, -122.435584713371)",160091642-T15
160091642,E15,16003645,01/09/2016,01/09/2016,01/09/2016 12:57:59 PM,01/09/2016 12:57:59 PM,01/09/2016 12:58:13 PM,01/09/2016 12:59:04 PM,01/09/2016 01:01:55 PM,NA,NA,Fire,01/09/2016 01:02:29 PM,PARIS ST/RUSSIA AV,San Francisco,94112,B09,43,6126,3,3,3,true,Alarm,1,ENGINE,1,9,11,Excelsior,"(37.7208271455735, -122.435584713371)",160091642-E15
160091622,62,16003644,01/09/2016,01/09/2016,01/09/2016 12:51:38 PM,01/09/2016 12:53:44 PM,01/09/2016 12:55:48 PM,01/09/2016 12:56:35 PM,01/09/2016 01:07:51 PM,01/09/2016 01:23:21 PM,01/09/2016 01:30:27 PM,Code 2 Transport,01/09/2016 02:08:43 PM,300 Block of ELLIS ST,San Francisco,94102,B03,03,1461,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7849161843633, -122.411950042222)",160091622-62
160091619,KM13,16003643,01/09/2016,01/09/2016,01/09/2016 12:50:16 PM,01/09/2016 12:53:38 PM,01/09/2016 12:54:52 PM,01/09/2016 12:55:17 PM,01/09/2016 01:05:22 PM,01/09/2016 01:46:10 PM,01/09/2016 02:16:32 PM,Code 2 Transport,01/09/2016 03:02:02 PM,3200 Block of 21ST ST,San Francisco,94110,B06,07,5456,2,2,2,false,Non Life-threatening,1,PRIVATE,1,6,9,Mission,"(37.7570664613489, -122.419300301039)",160091619-KM13
160091611,T10,16003642,01/09/2016,01/09/2016,01/09/2016 12:50:31 PM,01/09/2016 12:50:31 PM,01/09/2016 12:50:57 PM,01/09/2016 12:53:19 PM,01/09/2016 12:55:31 PM,NA,NA,Fire,01/09/2016 01:00:30 PM,2700 Block of PINE ST,San Francisco,94115,B04,10,4156,3,3,3,false,Alarm,1,TRUCK,1,4,2,Pacific Heights,"(37.7869521630601, -122.441071822801)",160091611-T10
160091602,E17,16003641,01/09/2016,01/09/2016,01/09/2016 12:46:50 PM,01/09/2016 12:48:05 PM,01/09/2016 12:48:30 PM,01/09/2016 12:49:50 PM,01/09/2016 12:51:23 PM,NA,NA,Code 2 Transport,01/09/2016 01:02:49 PM,1400 Block of UNDERWOOD AVE,San Francisco,94124,B10,17,6547,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.7282421265503, -122.389005419337)",160091602-E17
160091602,79,16003641,01/09/2016,01/09/2016,01/09/2016 12:46:50 PM,01/09/2016 12:48:05 PM,01/09/2016 12:48:30 PM,01/09/2016 12:48:56 PM,01/09/2016 12:55:11 PM,01/09/2016 01:22:44 PM,01/09/2016 01:38:38 PM,Code 2 Transport,01/09/2016 02:37:21 PM,1400 Block of UNDERWOOD AVE,San Francisco,94124,B10,17,6547,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,10,10,Bayview Hunters Point,"(37.7282421265503, -122.389005419337)",160091602-79
160091590,56,16003640,01/09/2016,01/09/2016,01/09/2016 12:43:47 PM,01/09/2016 12:45:08 PM,01/09/2016 12:47:29 PM,01/09/2016 12:47:40 PM,01/09/2016 01:10:30 PM,01/09/2016 01:36:47 PM,01/09/2016 01:52:18 PM,Code 2 Transport,01/09/2016 02:39:50 PM,700 Block of NATOMA ST,San Francisco,94103,B02,36,2318,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.7760099210785, -122.412889415461)",160091590-56
160091584,T11,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:54 PM,01/09/2016 12:50:26 PM,NA,NA,Fire,01/09/2016 12:51:56 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,TRUCK,4,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-T11
160091584,T06,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:33 PM,01/09/2016 12:48:57 PM,NA,NA,Fire,01/09/2016 01:01:58 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,TRUCK,3,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-T06
160091584,RS2,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:46:21 PM,NA,NA,NA,Fire,01/09/2016 12:50:07 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,RESCUE SQUAD,11,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-RS2
160091584,E24,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:22 PM,01/09/2016 12:46:16 PM,NA,NA,Fire,01/09/2016 01:02:03 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,ENGINE,1,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-E24
160091584,E11,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:07 PM,01/09/2016 12:48:44 PM,NA,NA,Fire,01/09/2016 12:51:56 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,true,Alarm,1,ENGINE,2,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-E11
160091584,E06,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:28 PM,01/09/2016 12:50:36 PM,NA,NA,Fire,01/09/2016 12:52:00 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,true,Alarm,1,ENGINE,6,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-E06
160091584,D3,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:09 PM,01/09/2016 12:50:34 PM,NA,NA,Fire,01/09/2016 12:51:56 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,CHIEF,5,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-D3
160091584,B08,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:46:58 PM,NA,NA,NA,Fire,01/09/2016 12:51:56 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,CHIEF,9,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-B08
160091584,B06,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:46:48 PM,01/09/2016 12:47:24 PM,01/09/2016 12:51:07 PM,NA,NA,Fire,01/09/2016 12:55:01 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,CHIEF,7,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-B06
160091584,B02,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:45:50 PM,NA,NA,NA,Fire,01/09/2016 12:51:56 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,false,Alarm,1,CHIEF,8,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-B02
160091584,74,16003639,01/09/2016,01/09/2016,01/09/2016 12:43:26 PM,01/09/2016 12:44:13 PM,01/09/2016 12:44:25 PM,01/09/2016 12:44:34 PM,NA,NA,NA,Fire,01/09/2016 12:51:47 PM,0 Block of HOFFMAN AV,San Francisco,94114,B06,24,5373,3,3,3,true,Alarm,1,MEDIC,10,6,8,Noe Valley,"(37.7536986543273, -122.440960676989)",160091584-74
160091582,77,16003638,01/09/2016,01/09/2016,01/09/2016 12:42:48 PM,01/09/2016 12:44:02 PM,01/09/2016 12:46:36 PM,01/09/2016 12:46:47 PM,NA,NA,NA,Cancelled,01/09/2016 12:54:55 PM,200 Block of ELLIS ST,San Francisco,94102,B03,01,1366,2,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.7851245205483, -122.410307742137)",160091582-77
160091569,RS2,16003637,01/09/2016,01/09/2016,01/09/2016 12:36:40 PM,01/09/2016 12:39:37 PM,01/09/2016 12:54:18 PM,01/09/2016 12:55:12 PM,NA,NA,NA,Fire,01/09/2016 12:56:35 PM,100 Block of FAIRMOUNT ST,San Francisco,94131,B06,26,8114,3,3,3,false,Alarm,1,RESCUE SQUAD,3,6,8,Glen Park,"(37.7389575559595, -122.426627033824)",160091569-RS2
160091569,E32,16003637,01/09/2016,01/09/2016,01/09/2016 12:36:40 PM,01/09/2016 12:39:37 PM,01/09/2016 12:39:44 PM,01/09/2016 12:40:54 PM,01/09/2016 12:43:52 PM,NA,NA,Fire,01/09/2016 01:06:18 PM,100 Block of FAIRMOUNT ST,San Francisco,94131,B06,26,8114,3,3,3,true,Alarm,1,ENGINE,1,6,8,Glen Park,"(37.7389575559595, -122.426627033824)",160091569-E32
160091569,B06,16003637,01/09/2016,01/09/2016,01/09/2016 12:36:40 PM,01/09/2016 12:39:37 PM,01/09/2016 12:39:44 PM,01/09/2016 12:41:11 PM,01/09/2016 12:44:21 PM,NA,NA,Fire,01/09/2016 01:05:41 PM,100 Block of FAIRMOUNT ST,San Francisco,94131,B06,26,8114,3,3,3,false,Alarm,1,CHIEF,2,6,8,Glen Park,"(37.7389575559595, -122.426627033824)",160091569-B06
160091541,E08,16003636,01/09/2016,01/09/2016,01/09/2016 12:29:18 PM,01/09/2016 12:31:09 PM,01/09/2016 12:33:14 PM,01/09/2016 12:34:10 PM,01/09/2016 12:49:54 PM,NA,NA,Code 2 Transport,01/09/2016 01:09:36 PM,500 Block of JESSIE ST,San Francisco,94103,B03,01,2251,2,2,2,true,Non Life-threatening,1,ENGINE,1,3,6,South of Market,"(37.7810630578351, -122.409767402824)",160091541-E08
160091541,B03,16003636,01/09/2016,01/09/2016,01/09/2016 12:29:18 PM,01/09/2016 12:31:09 PM,01/09/2016 12:52:22 PM,01/09/2016 12:54:03 PM,01/09/2016 01:03:45 PM,NA,NA,Code 2 Transport,01/09/2016 01:14:08 PM,500 Block of JESSIE ST,San Francisco,94103,B03,01,2251,2,2,2,false,Non Life-threatening,1,CHIEF,3,3,6,South of Market,"(37.7810630578351, -122.409767402824)",160091541-B03
160091541,89,16003636,01/09/2016,01/09/2016,01/09/2016 12:29:18 PM,01/09/2016 12:31:09 PM,01/09/2016 12:33:14 PM,01/09/2016 12:37:40 PM,01/09/2016 12:50:39 PM,01/09/2016 01:03:22 PM,01/09/2016 01:13:27 PM,Code 2 Transport,01/09/2016 02:02:50 PM,500 Block of JESSIE ST,San Francisco,94103,B03,01,2251,2,2,2,true,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.7810630578351, -122.409767402824)",160091541-89
160091529,E01,16003635,01/09/2016,01/09/2016,01/09/2016 12:28:25 PM,01/09/2016 12:28:25 PM,01/09/2016 12:29:00 PM,01/09/2016 12:29:18 PM,01/09/2016 12:30:18 PM,NA,NA,SFPD,01/09/2016 12:34:16 PM,800 Block of HOWARD ST,San Francisco,94103,B03,01,2245,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7823404680537, -122.40377191669)",160091529-E01
160091529,54,16003635,01/09/2016,01/09/2016,01/09/2016 12:28:25 PM,01/09/2016 12:28:25 PM,01/09/2016 12:29:00 PM,01/09/2016 12:29:32 PM,01/09/2016 12:31:11 PM,NA,NA,SFPD,01/09/2016 12:54:17 PM,800 Block of HOWARD ST,San Francisco,94103,B03,01,2245,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,3,6,South of Market,"(37.7823404680537, -122.40377191669)",160091529-54
160091514,RC1,16003634,01/09/2016,01/09/2016,01/09/2016 12:23:35 PM,01/09/2016 12:24:30 PM,01/09/2016 12:25:18 PM,01/09/2016 12:26:34 PM,01/09/2016 12:31:16 PM,NA,NA,Code 2 Transport,01/09/2016 12:48:26 PM,1300 Block of MARKET ST,San Francisco,94103,B02,36,2338,3,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,1,2,6,South of Market,"(37.7769455318934, -122.416807079177)",160091514-RC1
160091514,E36,16003634,01/09/2016,01/09/2016,01/09/2016 12:23:35 PM,01/09/2016 12:24:30 PM,01/09/2016 12:25:18 PM,01/09/2016 12:27:12 PM,NA,NA,NA,Code 2 Transport,01/09/2016 12:32:26 PM,1300 Block of MARKET ST,San Francisco,94103,B02,36,2338,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,South of Market,"(37.7769455318934, -122.416807079177)",160091514-E36
160091514,52,16003634,01/09/2016,01/09/2016,01/09/2016 12:23:35 PM,01/09/2016 12:24:30 PM,01/09/2016 12:25:18 PM,01/09/2016 12:25:31 PM,01/09/2016 12:33:00 PM,01/09/2016 12:48:34 PM,01/09/2016 01:06:03 PM,Code 2 Transport,01/09/2016 01:51:37 PM,1300 Block of MARKET ST,San Francisco,94103,B02,36,2338,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.7769455318934, -122.416807079177)",160091514-52
160091484,RC2,16003633,01/09/2016,01/09/2016,01/09/2016 12:16:32 PM,01/09/2016 12:19:11 PM,01/09/2016 12:19:30 PM,01/09/2016 12:20:11 PM,NA,NA,NA,Medical Examiner,01/09/2016 12:20:31 PM,5100 Block of MISSION ST,San Francisco,94112,B09,43,6176,2,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,3,9,11,Excelsior,"(37.7154728757373, -122.441686062166)",160091484-RC2
